Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,X10,CIK
ANH^C,Anworth Mortgage Asset  Corporation,24.9325,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^c,NA,NA
AON,Aon plc,140.86,35200591712.32,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon,NA,315293
APA,Apache Corporation,38.11,14517723591.19,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apa,NA,6769
AIV,Apartment Investment and Management Company,39.69,6232255332.66,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv,NA,922864
AIV^A,Apartment Investment and Management Company,26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aiv^a,NA,NA
ARI,Apollo Commercial Real Estate Finance,18.69,2002095882.15,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari,NA,1467760
ARI^C,Apollo Commercial Real Estate Finance,25.2501,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ari^c,NA,NA
APO,"Apollo Global Management, LLC",34.01,13919504512.16,n/a,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/apo,NA,1411494
APO^A,"Apollo Global Management, LLC",25.34,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^a,NA,NA
AIY,Apollo Investment Corporation,25.58,0,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aiy,NA,1278752
AFT,Apollo Senior Floating Rate Fund Inc.,16.22,252595049.42,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/aft,NA,NA
AIF,Apollo Tactical Income Fund Inc.,15.64,226217366.64,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aif,NA,NA
APLE,"Apple Hospitality REIT, Inc.",18.37,4097627630.8,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple,NA,1418121
AIT,"Applied Industrial Technologies, Inc.",72.15,2790376935.45,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait,NA,109563
ATR,"AptarGroup, Inc.",91.83,5720442225.24,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr,NA,896622
APTV,Aptiv PLC,92.4,24563596965.6,n/a,2011,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/aptv,NA,1521332
WTR,"Aqua America, Inc.",34.87,6196071152.26,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtr,NA,78128
AQ,Aquantia Corp.,14.67,491278554.18,n/a,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/aq,NA,1316016
WAAS,AquaVenture Holdings Limited,15.04,397853706.56,n/a,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/waas,NA,1422841
ARMK,Aramark,41.98,10320004564.86,n/a,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/armk,NA,1584509
ABR,Arbor Realty Trust,8.43,520153154.04,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/abr,NA,1253986
ABR^A,Arbor Realty Trust,25.1301,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^a,NA,NA
ABR^B,Arbor Realty Trust,25.0398,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^b,NA,NA
ABR^C,Arbor Realty Trust,25.66,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^c,NA,NA
ABRN,Arbor Realty Trust,25.4699,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/abrn,NA,1253986
ARC,"ARC Document Solutions, Inc.",2.19,101741445.39,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc,NA,1305168
MT,ArcelorMittal,36.48,37195140167.04,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt,NA,1243429
ARCH,"Arch Coal, Inc.",92.47,2028309753.89,n/a,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch,NA,1037676
ADM,Archer-Daniels-Midland Company,43.13,24120465956.56,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm,NA,7084
AROC,"Archrock, Inc.",9.35,663587021.9,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc,NA,1389050
ARNC,Arconic Inc.,25.36,1224888e4,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc,NA,4281
ARCO,Arcos Dorados Holdings Inc.,9.65,2036849702.2,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arco,NA,1508478
ARD,Ardagh Group S.A.,18.4,434792e4,n/a,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard,NA,1689662
ASC,Ardmore Shipping Corporation,7.45,250138294.5,n/a,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc,NA,1577437
AFC,Ares Capital Corporation,25.4499,203599200,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc,NA,3906
ACRE,Ares Commercial Real Estate Corporation,12.65,361663095.2,n/a,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre,NA,1529377
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",16.3,374294031.2,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc,NA,NA
ARES,Ares Management L.P.,24.05,5108310187.5,n/a,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares,NA,1176948
ARES^A,Ares Management L.P.,25.71,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a,NA,NA
AGX,"Argan, Inc.",40.4,628168247.6,n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx,NA,100591
ANET,"Arista Networks, Inc.",249.49,18237879671.56,n/a,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet,NA,1596532
AI,Arlington Asset Investment Corp,11.42,322241063.52,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/ai,NA,1209028
AI^B,Arlington Asset Investment Corp,24.9399,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b,NA,NA
AIC,Arlington Asset Investment Corp,24.13,0,n/a,2015,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic,NA,1282552
AIW,Arlington Asset Investment Corp,24.2,0,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw,NA,1209028
AHH,"Armada Hoffler Properties, Inc.",13.55,608909900,n/a,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh,NA,1569187
ARR,"ARMOUR Residential REIT, Inc.",23.24,973026961.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr,NA,1428205
ARR^A,"ARMOUR Residential REIT, Inc.",25.044,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a,NA,NA
ARR^B,"ARMOUR Residential REIT, Inc.",24.9158,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b,NA,NA
AFI,"Armstrong Flooring, Inc.",14.66,377131519.96,n/a,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi,NA,1655075
AWI,Armstrong World Industries Inc,61.9,3268057110.7,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi,NA,7431
ARW,"Arrow Electronics, Inc.",81.81,7175519512.65,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw,NA,7536
AJG,Arthur J. Gallagher & Co.,68.97,12512951220,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg,NA,354190
APAM,Artisan Partners Asset Management Inc.,33.45,2530528692.9,n/a,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam,NA,1517302
ASA,ASA Gold and Precious Metals Limited,10.94,211032600,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa,NA,1230869
ABG,Asbury Automotive Group Inc,68.8,1432257897.6,n/a,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg,NA,1144980
AHP,"Ashford Hospitality Prime, Inc.",9.04,290375186.96,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ahp,NA,1574085
AHP^B,"Ashford Hospitality Prime, Inc.",18.545,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahp^b,NA,NA
AHT,Ashford Hospitality Trust Inc,5.96,584249621.6,n/a,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht,NA,1232582
AHT^D,Ashford Hospitality Trust Inc,25.27,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d,NA,NA
AHT^F,Ashford Hospitality Trust Inc,23.0144,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f,NA,NA
AHT^G,Ashford Hospitality Trust Inc,22.95,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g,NA,NA
AHT^H,Ashford Hospitality Trust Inc,22.8972,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h,NA,NA
AHT^I,Ashford Hospitality Trust Inc,23.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i,NA,NA
ASH,Ashland Global Holdings Inc.,72.24,4495409378.88,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash,NA,1674862
APB,"Asia Pacific Fund, Inc. (The)",14.52,150195925.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apb,NA,NA
GRR,"Asia Tigers Fund, Inc. (The)",13.03,45172182.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grr,NA,NA
ASPN,"Aspen Aerogels, Inc.",4.4,104003306,n/a,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn,NA,1145986
AHL,Aspen Insurance Holdings Limited,37.85,2251090900,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ahl,NA,1267395
AHL^C,Aspen Insurance Holdings Limited,26.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c,NA,NA
AHL^D,Aspen Insurance Holdings Limited,24.51,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d,NA,NA
ASB,Associated Banc-Corp,24.9,4260928163.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb,NA,7789
ASB^C,Associated Banc-Corp,25.8313,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c,NA,NA
ASB^D,Associated Banc-Corp,24.59,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d,NA,NA
AC,"Associated Capital Group, Inc.",34.2,810595233,n/a,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac,NA,1642122
AIZ,"Assurant, Inc.",89.92,4729202214.72,n/a,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz,NA,1267238
AGO,Assured Guaranty Ltd.,38.07,4471468031.43,n/a,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago,NA,1273813
AGO^B,Assured Guaranty Ltd.,25.8499,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b,NA,NA
AGO^E,Assured Guaranty Ltd.,25.17,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e,NA,NA
AGO^F,Assured Guaranty Ltd.,24.8006,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f,NA,NA
AZN,Astrazeneca PLC,33.93,85937623670.34,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn,NA,901832
HOME,At Home Group Inc.,31.89,1930940488.59,n/a,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home,NA,1646228
T,AT&T Inc.,37.14,22800246e4,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t,NA,732717
TBB,AT&T Inc.,24.9,0,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb,NA,NA
ATTO,Atento S.A.,9.65,713222390.4,n/a,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto,NA,1606457
ATH,Athene Holding Ltd.,49.29,9852381038.58,n/a,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath,NA,1527469
ATKR,Atkore International Group Inc.,20.84,962931643.72,n/a,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr,NA,1666138
AT,Atlantic Power Corporation,1.95,224663353.2,n/a,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at,NA,1419242
ATO,Atmos Energy Corporation,82.96,9205875082.56,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato,NA,731802
AUO,AU Optronics Corp,4.93,4744752839.23,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo,NA,1172494
ATHM,Autohome Inc.,82.59,9759024357,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm,NA,1527636
ALV,"Autoliv, Inc.",145.81,12678637780.83,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv,NA,1034670
AN,"AutoNation, Inc.",53.11,4864876e3,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an,NA,350698
AZO,"AutoZone, Inc.",714.05,19531420360.75,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo,NA,866787
AVB,"AvalonBay Communities, Inc.",162.57,22448944375.62,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb,NA,915912
AGR,"Avangrid, Inc.",50.22,15518244759.84,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr,NA,1634997
AVYA,Avaya Holdings Corp.,21.92,0,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya,NA,NA
AVY,Avery Dennison Corporation,118.8,10458720518.4,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy,NA,8818
AVH,Avianca Holdings S.A.,8.5,1059298993.5,n/a,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh,NA,1575969
AVA,Avista Corporation,50.21,3234285032.97,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava,NA,104918
AVT,"Avnet, Inc.",42.26,5068888082.18,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,NA,8858
AVP,"Avon Products, Inc.",2.73,1201193696.43,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp,NA,8868
AVX,AVX Corporation,17.37,2924478667.53,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx,NA,859163
AXTA,Axalta Coating Systems Ltd.,30.56,7453584e3,n/a,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta,NA,1616862
AXS,Axis Capital Holdings Limited,51.47,4280296670,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs,NA,1214816
AXS^D,Axis Capital Holdings Limited,23.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d,NA,NA
AXS^E,Axis Capital Holdings Limited,23.68,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e,NA,NA
AZUL,Azul S.A.,27.37,3065678584.29,n/a,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul,NA,1432364
AZRE,Azure Power Global Limited,16.15,419658670.55,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre,NA,1633438
AZZ,AZZ Inc.,43.55,1130615616.65,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz,NA,8947
BGS,"B&G Foods, Inc.",32.85,2184404539.05,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs,NA,1278027
BW,Babcock,7.31,321999118.37,n/a,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw,NA,1630805
BGH,Babson Global Short Duration High Yield Fund,18.58,372674834.42,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh,NA,NA
BMI,"Badger Meter, Inc.",49.45,1439609762.4,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi,NA,9092
BHGE,"Baker Hughes, a GE company",26.53,30384458936.65,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge,NA,1701605
BBN,BalckRock Taxable Municipal Bond Trust,21.76,1242802424.32,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn,NA,NA
BLL,Ball Corporation,39.62,13869204654.9,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll,NA,9389
BANC,"Banc of California, Inc.",20.4,1030486395.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc,NA,1169770
BANC^C,"Banc of California, Inc.",25.8799,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^c,NA,NA
BANC^D,"Banc of California, Inc.",25.9301,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d,NA,NA
BANC^E,"Banc of California, Inc.",25.78,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e,NA,NA
BBVA,Banco Bilbao Viscaya Argentaria S.A.,8.78,58544044172.4,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva,NA,842180
BBD,Banco Bradesco Sa,11.88,72290674486.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd,NA,1160330
BBDO,Banco Bradesco Sa,11.34,69004734737.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo,NA,1160330
BCH,Banco De Chile,102,16905502440,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch,NA,1161125
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",28.86,1136061259.32,n/a,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx,NA,890541
BSMX,"Banco Santander (M?xico), S.A., Instituci?n de Ban",7.39,10031177582.79,n/a,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx,NA,1698287
BSBR,Banco Santander Brasil SA,11.23,84077234469.62,n/a,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr,NA,1471055
BSAC,Banco Santander Chile,32.87,15485560436.92,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac,NA,1027552
SAN,"Banco Santander, S.A.",6.98,112630352002.36,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san,NA,891478
SAN^A,"Banco Santander, S.A.",25.6292,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^a,NA,NA
SAN^B,"Banco Santander, S.A.",24.18,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b,NA,NA
SAN^C,"Banco Santander, S.A.",25.4662,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^c,NA,NA
SAN^I,"Banco Santander, S.A.",25.52,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^i,NA,NA
CIB,BanColombia S.A.,45.13,10851813127.5,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib,NA,1071371
BXS,BancorpSouth Bank,32.45,2931201101.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs,NA,1299939
BAC,Bank of America Corporation,31.97,328885058719.07,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac,NA,70858
BAC.WS.A,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.a,NA,NA
BAC.WS.B,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.b,NA,NA
BAC^A,Bank of America Corporation,25.89,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a,NA,NA
BAC^C,Bank of America Corporation,26.11,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c,NA,NA
BAC^D,Bank of America Corporation,25.63,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^d,NA,NA
BAC^E,Bank of America Corporation,23.38,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e,NA,NA
BAC^I,Bank of America Corporation,25.73,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^i,NA,NA
BAC^L,Bank of America Corporation,1243.1201,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l,NA,NA
BAC^W,Bank of America Corporation,25.99,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w,NA,NA
BAC^Y,Bank of America Corporation,26.03,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y,NA,NA
BML^G,Bank of America Corporation,20.8704,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g,NA,NA
BML^H,Bank of America Corporation,20.77,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h,NA,NA
BML^I,Bank of America Corporation,25.34,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^i,NA,NA
BML^J,Bank of America Corporation,23.2,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j,NA,NA
BML^L,Bank of America Corporation,23.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l,NA,NA
BOH,Bank of Hawaii Corporation,85.13,3616206878.59,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh,NA,46195
BMO,Bank Of Montreal,77.69,50360268902.15,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo,NA,927971
NTB,Bank of N.T. Butterfield & Son Limited (The),44.38,2426485020.96,n/a,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb,NA,1653242
BK,Bank Of New York Mellon Corporation (The),56.25,57006137531.25,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk,NA,1390777
BK^C,Bank Of New York Mellon Corporation (The),24.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c,NA,NA
BNS,Bank of Nova Scotia (The),61.52,73805303641.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns,NA,9631
BKU,"BankUnited, Inc.",41.23,4405350667.55,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku,NA,1504008
BCS,Barclays PLC,11.33,48333110816.21,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs,NA,312069
BCS^D,Barclays PLC,26.68,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcs^d,NA,NA
MCI,Barings Corporate Investors,15.149,302068999.736,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci,NA,275694
MPV,Barings Participation Investors,14.19,148401318.78,n/a,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv,NA,831655
BNED,"Barnes & Noble Education, Inc",6.94,325584881.12,n/a,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned,NA,NA
BKS,"Barnes & Noble, Inc.",4.7,342097659.2,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks,NA,890491
B,"Barnes Group, Inc.",63.95,3428395951.5,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b,NA,9984
ABX,Barrick Gold Corporation,13.18,15375491160.04,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/abx,NA,756894
BAS,"Basic Energy Services, Inc.",18.73,487507230.77,n/a,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas,NA,1109189
